FIRE_NAME,FIRE_YEAR,SOURCE_REPORTING_UNIT_NAME,STAT_CAUSE_DESCR,FIRE_SIZE,LATITUDE,LONGITUDE,STATE
LAMPHERE,2007,"Apache-Sitgreaves National Forest",Lightning,1257.0,33.56361111,-109.08583333,AZ
GRANITE,2007,"Gila National Forest",Lightning,1918.0,33.09083333,-107.71944444,NM
"WADE HILL",2007,"Medicine Bow-Routt National Forest",Lightning,2445.0,43.81416667,-104.51444444,WY
SAGE,2007,"Inyo National Forest",Lightning,6460.0,37.13,-118.385,CA
"WOOD CREEK",2007,"Boise National Forest",Lightning,2309.0,43.52277778,-115.865,ID
"TRAPPER RIDGE",2007,"Boise National Forest",Lightning,20159.0,44.02277778,-115.35277778,ID
GOLDLEDGE,2007,"Sequoia National Forest",Miscellaneous,4200.0,35.89472222,-118.46305556,CA
CHINA,2007,"Klamath National Forest",Lightning,2906.0,41.84305556,-122.72277778,CA
"BEAR CANYON FIRE",2007,"Malheur National Forest",Lightning,52891.0,43.86666667,-119.46472222,OR
CITADEL,2007,"Shoshone National Forest",Lightning,1974.0,44.32194444,-109.53833333,WY
"SOLDIER CREEK COMPLE",2007,"Nebraska National Forest",Lightning,3587.0,42.68277778,-103.62944444,NE
MOONLIGHT,2007,"Plumas National Forest","Equipment Use",64994.45,40.21333333,-120.86416667,CA
LOCO,2007,"Gila National Forest",Lightning,1604.0,33.11305556,-108.09,NM
"RED HILL",2007,"Umatilla National Forest",Lightning,53448.0,45.01527778,-119.44972222,OR
LOST,2007,"Custer National Forest",Lightning,10733.0,45.25194444,-106.23916667,MT
WHEELER,2007,"Plumas National Forest",Lightning,22905.81,40.12861111,-120.63611111,CA
"BALLS CANYON",2007,"Humboldt-Toiyabe National Forest",Lightning,4801.0,39.68305556,-120.0375,CA
HAWKENS,2007,"Humboldt-Toiyabe National Forest","Equipment Use",2700.9,39.48583333,-119.53694444,NV
NORTH,2007,"Angeles National Forest",Lightning,2200.0,34.40333333,-118.26083333,CA
HARRIS,2007,"Dakota Prairie Grasslands","Equipment Use",2256.0,45.78083333,-102.49555556,SD
"HAY CREEK",2007,"Dakota Prairie Grasslands",Lightning,2442.3,45.65388889,-102.56944444,SD
"MIDDLE FORK",2007,"Lewis and Clark National Forest",Lightning,1146.0,46.84,-110.43944444,MT
SLIDE,2007,"Kaibab National Forest",Lightning,6000.0,36.65416667,-112.43861111,AZ
"SHEEP TRAIL",2007,"Boise National Forest",Lightning,8759.0,44.34944444,-115.49361111,ID
"TROUT MEADOWS",2007,"Umatilla National Forest",Lightning,3890.0,44.95222222,-118.48527778,OR
"OTTER CREEK",2007,"Umatilla National Forest",Lightning,3039.0,44.98555556,-118.78888889,OR
HIDDEN,2007,"Clearwater National Forest",Lightning,1400.0,46.35305556,-114.58861111,ID
"LITTLE GRIDER",2007,"Klamath National Forest",Lightning,2171.0,41.79972222,-123.42777778,CA
COTTONWOOD,2007,"Umatilla National Forest","Equipment Use",3399.0,46.27166667,-117.35833333,WA
"RED BLUFF",2007,"Salmon-Challis National Forest",Lightning,62591.0,44.74138889,-114.87138889,ID
"DEEP CREEK",2007,"Payette National Forest",Lightning,1051.0,45.24888889,-116.6875,ID
"GRAY'S CREEK",2007,"Payette National Forest",Lightning,24900.0,44.55861111,-116.36277778,ID
PINE,2007,"Cleveland National Forest",Campfire,2170.0,32.80277778,-116.56111111,CA
"FOOL CREEK",2007,"Lewis and Clark National Forest",Lightning,60038.0,47.92333333,-112.98805556,MT
AHORN,2007,"Lewis and Clark National Forest",Lightning,52505.0,47.53,-113.04666667,MT
ANGORA,2007,"Lake Tahoe Basin Management Unit",Campfire,3100.0,38.86222222,-120.05194444,CA
CALBICK,2007,"Flathead National Forest",Lightning,1011.0,46.11416667,-113.18722222,MT
RAILLEY,2007,"Flathead National Forest",Lightning,21585.0,47.29944444,-113.28083333,MT
TURTLEHEAD,2007,"Flathead National Forest",Lightning,1408.0,47.67333333,-113.21916667,MT
CORPORAL,2007,"Flathead National Forest",Lightning,16105.0,47.89166667,-113.42222222,MT
"BIG CREEK WFU",2007,"Wasatch-Cache-Uinta National Forest",Lightning,1150.0,40.47555556,-112.645,UT
PATTERSON,2007,"Gila National Forest",Lightning,1001.0,33.86055556,-108.46388889,NM
"GOAT WFU",2007,"Payette National Forest",Lightning,25907.0,45.04305556,-115.285,ID
"COTTONWOOD WFU",2007,"Payette National Forest",Lightning,14637.0,44.91916667,-115.04972222,ID
"TAG WFU",2007,"Payette National Forest",Lightning,47187.0,45.405,-114.875,ID
"LITTLE CHOPAKA",2007,"Okanogan-Wenatchee National Forest",Miscellaneous,1200.0,48.94888889,-119.68305556,WA
"POE CABIN",2007,"Wallowa-Whitman National Forest",Lightning,58520.0,45.69416667,-116.47777778,ID
"BATTLE CREEK",2007,"Wallowa-Whitman National Forest",Lightning,79149.0,45.30916667,-116.68611111,OR
"GRIZZLY RIDGE",2007,"Wallowa-Whitman National Forest",Lightning,6474.0,45.61833333,-116.80111111,OR
"MADISON ARM",2007,"Gallatin National Forest",Miscellaneous,3660.0,44.6975,-111.16944444,MT
FLETCHER,2007,"Modoc National Forest",Lightning,8121.0,41.98833333,-120.54472222,CA
"SAN ANTONIO",2007,"Coronado National Forest",Campfire,1543.0,31.34305556,-110.64833333,AZ
"GRANITE CREEK",2007,"Bridger-Teton National Forest",Lightning,1742.0,43.39861111,-110.44888889,WY
"HICKS PARK",2007,"Gallatin National Forest",Lightning,2500.0,45.29583333,-110.23166667,MT
"TROUT CREEK",2007,"Wallowa-Whitman National Forest",Lightning,1386.0,45.08888889,-117.49666667,OR
"BEAR WFU",2007,"Caribou-Targhee National Forest",Lightning,3621.0,43.23638889,-111.375,ID
"SADDLE GULCH",2007,"Wallowa-Whitman National Forest",Lightning,3975.0,45.53138889,-116.72805556,OR
LUCKY,2007,"Boise National Forest",Lightning,1582.0,44.30861111,-115.89611111,ID
LIGHTNING,2007,"Boise National Forest",Lightning,6994.0,44.17611111,-115.83972222,ID
"CHIEF PARISH",2007,"Boise National Forest",Miscellaneous,3898.0,44.02805556,-116.13694444,ID
"WICKED CREEK",2007,"Gallatin National Forest",Lightning,26600.0,45.23972222,-110.52555556,MT
"NORTH FORK",2007,"Boise National Forest",Lightning,48143.0,44.69305556,-115.84,ID
PIONEER,2007,"Chequamegon-Nicolet National Forest",Miscellaneous,1167.0,46.25361111,-91.19222222,WI
ROMBO,2007,"Bitterroot National Forest",Lightning,29062.0,45.74833333,-114.235,MT
COLUMBINE,2007,"Shoshone National Forest",Lightning,18595.0,44.4075,-110.20777778,WY
"JIM CANYON",2007,"Sawtooth National Forest",Lightning,4358.0,41.95638889,-113.20138889,UT
MONUMENTAL,2007,"Boise National Forest",Lightning,174231.0,44.495,-115.69722222,ID
SANDY,2007,"Boise National Forest",Lightning,18306.0,44.65166667,-115.47194444,ID
RIORDON,2007,"Boise National Forest",Lightning,54079.0,44.82611111,-115.45083333,ID
YELLOW,2007,"Boise National Forest",Lightning,7603.0,44.6,-115.73333333,ID
DRAKE,2007,"Nezperce National Forest",Lightning,8401.0,45.9875,-115.12833333,ID
PROFILE,2007,"Payette National Forest",Lightning,4556.0,44.98833333,-115.45388889,ID
CHAIN,2007,"Nezperce National Forest",Lightning,1728.0,46.32833333,-114.88722222,ID
LIZARD,2007,"Nezperce National Forest",Lightning,6547.0,46.23111111,-115.11583333,ID
ZACA,2007,"Los Padres National Forest","Equipment Use",240207.0,34.77916667,-120.09,CA
DOG,2007,"Nezperce National Forest",Lightning,20327.0,46.105,-114.835,ID
RAINES,2007,"Payette National Forest",Lightning,80628.66,45.31444444,-115.54138889,ID
"ZENA CREEK",2007,"Payette National Forest",Lightning,95193.0,45.06972222,-115.72944444,ID
"EL CAPITAN WEST",2007,"Bitterroot National Forest",Lightning,4622.0,45.98361111,-114.46805556,ID
"PATSY ANNE",2007,"Bitterroot National Forest",Lightning,1200.0,45.865,-114.47583333,ID
"ELKHORN RIDGE",2007,"Bitterroot National Forest",Lightning,3147.0,45.29,-114.51,ID
"HARRINGTON RIDGE",2007,"Bitterroot National Forest",Lightning,6233.0,45.51722222,-114.88416667,ID
"MAGRUDER MTN #1",2007,"Bitterroot National Forest",Lightning,4025.0,45.70055556,-114.81472222,ID
GRIZZLY,2007,"Nezperce National Forest",Lightning,3451.0,46.10333333,-114.92666667,ID
BATTLE,2007,"Nezperce National Forest",Lightning,4654.0,46.22833333,-114.59166667,ID
"BIG POINT",2007,"Ozark-St. Francis National Forest",Arson,1653.0,35.74861111,-92.90694444,AR
SHORTOFF,2007,"National Forests in North Carolina",Lightning,5015.0,35.84,-81.89055556,NC
"CLEAR SAGE",2007,"Salmon-Challis National Forest",Lightning,19941.0,45.22027778,-114.43805556,ID
PAPOOSE,2007,"Salmon-Challis National Forest",Lightning,19520.0,45.27,-114.805,ID
"BONE CREEK",2007,"Bighorn National Forest",Lightning,13450.0,44.60055556,-107.67083333,WY
"LITTLE GOOSE",2007,"Bighorn National Forest",Lightning,4742.0,44.585,-107.07083333,WY
"WARM SPRINGS",2007,"Payette National Forest",Lightning,23760.0,44.38333333,-117.07055556,ID
DOMKE,2007,"Okanogan-Wenatchee National Forest",Lightning,11791.0,48.16722222,-120.59944444,WA
"RATTLESNAKE CREEK",2007,"Okanogan-Wenatchee National Forest",Lightning,1700.0,46.75416667,-121.23472222,WA
WHISKEY,2007,"Okanogan-Wenatchee National Forest",Lightning,1070.0,48.84944444,-119.46333333,WA
HORTON,2007,"Payette National Forest",Lightning,1407.0,45.11888889,-116.07194444,ID
"PIGEON BRANCH",2007,"Cherokee National Forest",Lightning,2115.0,35.99194444,-82.91222222,TN
SHOWERBATH,2007,"Salmon-Challis National Forest",Lightning,60009.0,44.62083333,-114.62222222,ID
MERIWETHER,2007,"Helena National Forest",Lightning,46298.0,46.86972222,-111.88222222,MT
"BOUNDARY JUNCTION",2007,"Clearwater National Forest",Lightning,5100.0,46.37305556,-115.58166667,ID
"BLACK PINE 2",2007,"Sawtooth National Forest",Lightning,72361.0,42.20194444,-113.2175,ID
"BALL POINT",2007,"Mt. Hood National Forest",Lightning,1237.0,45.3,-121.36666667,OR
"EASY STREET",2007,"Okanogan-Wenatchee National Forest",Miscellaneous,5209.0,47.4875,-120.38083333,WA
"LOON LAKE",2007,"Payette National Forest",Lightning,120077.0,45.13777778,-115.85583333,ID
"VAN HORN",2007,"Salmon-Challis National Forest",Lightning,1650.0,44.76527778,-114.29583333,ID
CHITTY,2007,"Apache-Sitgreaves National Forest",Lightning,15000.0,33.57027778,-109.38083333,AZ
"FRENCH CREEK WFU",2007,"Manti-Lasal National Forest",Lightning,3382.0,39.77083333,-111.23611111,UT
CATHEDRAL,2007,"Humboldt National Forest",Lightning,3847.0,39.14777778,-115.48916667,NV
SKYLAND,2007,"Flathead National Forest",Lightning,44176.0,48.27138889,-113.39527778,MT
TOAD,2007,"Dixie National Forest",Lightning,1390.0,37.70666667,-111.83027778,UT
POTTS,2007,"George Washington-Jefferson",Miscellaneous,1050.0,37.53416667,-80.50944444,VA
"SILVER FIRE",2007,"Malheur National Forest",Lightning,31624.7,43.855,-119.68166667,OR
GRAPPLE,2007,"Malheur National Forest",Lightning,1056.0,44.0375,-118.82972222,OR
GW,2007,"Deschutes National Forest",Lightning,7357.0,44.34305556,-121.80638889,OR
SQUAW,2007,"Apache-Sitgreaves National Forest",Lightning,2800.0,33.3875,-109.2625,AZ
BRIDGE,2007,"Clearwater National Forest",Lightning,42694.0,46.3675,-114.57111111,ID
PATTENGAIL,2007,"Beaverhead-Deerlodge National Forest",Lightning,15297.0,45.69111111,-113.25638889,MT
"POISON CREEK",2007,"Malheur National Forest",Lightning,1274.8,43.99777778,-118.80527778,OR
EGLEY,2007,"Malheur National Forest",Lightning,55420.0,43.6675,-119.43027778,OR
"RAT CREEK",2007,"Beaverhead-Deerlodge National Forest",Lightning,25877.0,45.74444444,-113.80944444,MT
"CONGER CREEK",2007,"Lolo National Forest",Lightning,25150.0,47.21638889,-113.03694444,MT
SANTIAGO,2007,"Cleveland National Forest",Miscellaneous,28476.0,33.74583333,-117.66666667,CA
"FLORIDA BUGABOO",2007,"National Forests in Florida",Lightning,123014.0,30.5,-82.36666667,FL
SAWMILL,2007,"Lolo National Forest",Lightning,14233.0,46.60194444,-113.70027778,MT
"FISHER POINT",2007,"Lolo National Forest",Lightning,18222.0,46.49583333,-113.66555556,MT
"WYMAN #2",2007,"Lolo National Forest",Lightning,36045.0,46.3475,-113.7425,MT
"CHIMNEY COMPLEX",2007,"Wallowa-Whitman National Forest",Lightning,51000.0,45.9875,-116.89777778,ID
"DUTCH WILDFIRE USE",2007,"Kaibab National Forest",Lightning,3148.0,35.13972222,-112.25027778,AZ
"CASTLE ROCK",2007,"Sawtooth National Forest",Lightning,48000.0,43.6375,-114.56111111,ID
WILKINS,2007,"Apache-Sitgreaves National Forest",Lightning,7762.0,34.58916667,-111.02277778,AZ
"BUTLER 2",2007,"San Bernardino National Forest",Miscellaneous,14039.0,34.25805556,-117.01027778,CA
"GRASS VALLEY",2007,"San Bernardino National Forest",Miscellaneous,1247.0,34.27472222,-117.21694444,CA
SLIDE,2007,"San Bernardino National Forest",Miscellaneous,12759.0,34.25194444,-117.05,CA
RANCH,2007,"Los Padres National Forest","Equipment Use",45300.0,34.57305556,-118.69833333,CA
WALLOW,2007,"Shasta-Trinity National Forest","Equipment Use",1440.0,40.48388889,-123.35194444,CA
CANYON,2007,"Gila National Forest",Lightning,1093.0,33.37388889,-108.38416667,NM
WOODLAND,2007,"Gila National Forest",Lightning,8000.0,33.29583333,-108.34555556,NM
WITCH,2007,"Cleveland National Forest",Miscellaneous,197990.0,33.07444444,-116.71111111,CA
RICE,2007,"Cleveland National Forest",Miscellaneous,9472.0,33.39694444,-117.14805556,CA
GROUSE,2007,"Sequoia National Forest",Lightning,1022.0,36.27805556,-118.42166667,CA
BUCKWEED,2007,"Angeles National Forest",Children,38356.0,34.52444444,-118.33472222,CA
POOMACHA,2007,"Cleveland National Forest",Miscellaneous,49390.0,33.2775,-116.86805556,CA
SALTLICK,2007,"Bridger-Teton National Forest",Miscellaneous,2582.0,43.23416667,-109.94166667,WY
"HORSE CREEK",2007,"Bridger-Teton National Forest",Miscellaneous,8590.0,42.93111111,-110.48,WY
MIDDLE,2007,"Bridger-Teton National Forest",Lightning,2714.0,43.1475,-110.86388889,WY
HARDSCRABBLE,2007,"Bridger-Teton National Forest",Lightning,3074.0,43.67083333,-110.12055556,WY
"JUNGLE RX BURN",2007,"Manti-Lasal National Forest",Miscellaneous,5315.0,39.135,-111.39722222,UT
"POTATO HILL",2007,"Ouachita National Forest",Lightning,4000.0,35.02972222,-93.62916667,AR
"POLE CREEK",2007,"Bridger-Teton National Forest",Miscellaneous,1044.0,42.86666667,-109.81666667,WY
"BRUSH CREEK",2007,"Flathead National Forest",Lightning,29921.0,48.33472222,-114.90138889,MT
"BALL GOAL",2008,"National Forests in Mississippi",Miscellaneous,2174.0,31.11833333,-89.14166667,MS
SNAKEWEED,2008,"Pike San Isabel National Forest","Debris Burning",1227.0,37.66638889,-103.74055556,CO
"LONE OAK",2008,"Cherokee National Forest",Arson,1500.0,36.26583333,-82.36194444,TN
SUNRISE,2008,"National Forests in North Carolina",Miscellaneous,2005.0,35.87111111,-81.92972222,NC
"FRYE MESA",2008,"Coronado National Forest",Miscellaneous,3094.0,32.75777778,-109.82888889,AZ
"ST. MARY'S",2008,"George Washington-Jefferson",Miscellaneous,4505.0,37.93305556,-78.1675,VA
ALAMO,2008,"Coronado National Forest",Campfire,5070.0,31.36527778,-111.12388889,AZ
MEADOW,2008,"Coronado National Forest","Equipment Use",3876.0,31.45694444,-110.655,AZ
"TWENTY TWO   WFU",2008,"Kaibab National Forest",Lightning,1255.0,35.88277778,-111.94416667,AZ
X,2008,"Kaibab National Forest",Campfire,2048.0,35.93083333,-112.12166667,AZ
"CORN CREEK",2008,"Dixie National Forest",Miscellaneous,2269.0,37.78277778,-111.84138889,UT
INDIANS,2008,"Los Padres National Forest",Campfire,81378.0,36.10527778,-121.43083333,CA
WHITMIRE,2008,"Coronado National Forest",Miscellaneous,4046.0,31.52611111,-108.97666667,NM
THREE,2008,"Klamath National Forest",Lightning,4913.0,41.59972222,-123.5675,CA
"JACK WOOD",2008,"Coronado National Forest",Lightning,8609.0,31.76472222,-109.16527778,AZ
"BEAR CREEK",2008,"Dixie National Forest",Campfire,1464.0,37.9975,-111.48305556,UT
CARIBOU,2008,"Klamath National Forest",Lightning,13116.0,41.03472222,-123.00277778,CA
BUCK,2008,"Coronado National Forest",Miscellaneous,2021.0,31.59416667,-109.36083333,AZ
"BASIN COMPLEX",2008,"Los Padres National Forest",Lightning,162818.0,36.28111111,-121.65833333,CA
REDINGTON,2008,"Coronado National Forest",Lightning,2000.0,32.60083333,-110.40388889,AZ
COLD,2008,"Plumas National Forest",Lightning,5512.0,39.84222222,-120.83666667,CA
TRIGO,2008,"Cibola National Forest",Campfire,13709.0,34.66,-106.46666667,NM
"BEAR MOUNTAIN",2008,"Apache-Sitgreaves National Forest",Lightning,2494.0,33.54222222,-109.14027778,AZ
"BIG SPRING",2008,"Cibola National Forest",Lightning,5478.0,34.77055556,-106.38305556,NM
OLIVER,2008,"Sierra National Forest",Lightning,2200.0,37.48722222,-119.75388889,CA
PANTHER,2008,"Klamath National Forest",Lightning,44452.0,41.5925,-123.43166667,CA
DARK,2008,"Klamath National Forest",Lightning,10388.0,41.61555556,-123.57694444,CA
GAP,2008,"Los Padres National Forest",Miscellaneous,9443.0,34.50083333,-119.86055556,CA
EAGLE,2008,"Shasta-Trinity National Forest",Lightning,32059.0,40.73416667,-123.16666667,CA
ZEIGLER,2008,"Shasta-Trinity National Forest",Lightning,2349.0,40.86666667,-123.475,CA
ROCKY,2008,"Lincoln National Forest",Lightning,49092.0,32.44777778,-104.92916667,NM
IRONSIDE,2008,"Shasta-Trinity National Forest",Lightning,12720.0,40.83333333,-123.43416667,CA
PETERSON,2008,"Lassen National Forest",Lightning,2750.0,40.9125,-121.34166667,CA
"HELLS HALF SADDLE",2008,"Bitterroot National Forest",Lightning,1861.0,45.68833333,-114.61277778,ID
"WOOD HUMP",2008,"Bitterroot National Forest",Lightning,5311.0,45.54055556,-114.50944444,ID
CASCADE,2008,"Custer National Forest",Miscellaneous,10173.0,45.16944444,-109.4875,MT
RICH,2008,"Plumas National Forest",Railroad,6112.0,40.02,-121.1675,CA
"ANTHONY MILNE",2008,"Klamath National Forest",Lightning,1779.0,41.505,-123.18166667,CA
BRIDGER,2008,"Pike San Isabel National Forest",Lightning,45814.0,37.52694444,-103.76944444,CO
DISTILLERY,2008,"Coronado National Forest",Lightning,7950.0,32.06166667,-110.52916667,AZ
MILL,2008,"Mendocino National Forest",Lightning,3043.0,39.47833333,-123.04333333,CA
VENTURE,2008,"Lassen National Forest",Lightning,1912.0,40.99333333,-121.60166667,CA
BROWN,2008,"Dakota Prairie Grasslands",Lightning,2405.0,46.5275,-103.875,ND
ELBOW,2008,"Nezperce National Forest",Lightning,1179.0,46.21305556,-114.66333333,ID
"WARM SPRINGS",2008,"Nezperce National Forest",Lightning,1112.0,45.83416667,-114.97833333,ID
RATTLESNAKE,2008,"Nezperce National Forest",Campfire,2520.0,46.06861111,-114.86722222,ID
MINERS,2008,"Shasta-Trinity National Forest",Lightning,24776.0,40.66972222,-123.30555556,CA
LIME,2008,"Shasta-Trinity National Forest",Lightning,25199.0,40.51833333,-123.42277778,CA
DEADSHOT,2008,"Shasta-Trinity National Forest",Lightning,1069.0,40.48388889,-122.92972222,CA
SLIDE,2008,"Shasta-Trinity National Forest",Lightning,1158.0,40.66611111,-123.52027778,CA
TELEPHONE,2008,"Shasta-Trinity National Forest",Lightning,6625.0,40.40666667,-123.13194444,CA
"TROUGH #1",2008,"Shasta-Trinity National Forest",Lightning,3674.0,40.20055556,-123.12472222,CA
NOBLE,2008,"Shasta-Trinity National Forest",Lightning,12856.0,40.32583333,-122.96222222,CA
DEERLICK,2008,"Shasta-Trinity National Forest",Lightning,10213.0,40.46333333,-122.88277778,CA
IRON,2008,"Shasta-Trinity National Forest",Lightning,32903.0,40.14583333,-122.86611111,CA
BIG,2008,"Mendocino National Forest",Lightning,2193.0,39.42888889,-123.06416667,CA
"MONKEY  ROCK",2008,"Mendocino National Forest",Lightning,1829.0,39.55222222,-122.96138889,CA
"HORSE MOUNTAIN",2008,"Siskiyou National Forest",Lightning,1165.0,42.37416667,-123.74416667,OR
BACK,2008,"Mendocino National Forest",Lightning,1567.0,39.375,-122.97555556,CA
PORCUPINE,2008,"Nezperce National Forest",Lightning,2250.0,45.72055556,-115.09805556,ID
VINEGAR,2008,"Mendocino National Forest",Lightning,17449.0,40.06722222,-122.93083333,CA
WHISKEY,2008,"Mendocino National Forest",Miscellaneous,7783.0,39.89388889,-122.7075,CA
TRACY,2008,"National Forests in Florida",Miscellaneous,1081.0,29.02472222,-81.49777778,FL
GULCH,2008,"Shasta-Trinity National Forest","Equipment Use",2847.0,40.36666667,-122.935,CA
CUB,2008,"Lassen National Forest",Lightning,14936.0,40.17916667,-121.47027778,CA
